address,property_id,square_meters,total_floors,floor,type,price,days_on_market,rooms,city
"208 Park Ave, Essen",ID016874,318,12,13,Commercial,1136818,339,9,Essen
"52 Park Ave, Essen",ID019290,318,5,29,Commercial,1376402,296,6,Essen
"33 Broadway, Essen",ID004437,318,7,11,Commercial,2345228,141,5,Essen
"257 Main St, Essen",ID014381,318,28,4,Residential,6939910,281,7,Essen
"263 Main St, Essen",ID008232,318,15,1,Residential,7296015,127,4,Essen
"151 Park Ave, Essen",ID001590,319,11,22,Commercial,811514,105,2,Essen
"292 Broadway, Essen",ID009622,319,4,15,Residential,2041123,286,2,Essen
"113 High St, Essen",ID002425,319,20,4,Residential,2556239,274,1,Essen
"286 Broadway, Essen",ID014154,319,3,4,Commercial,4612984,126,6,Essen
"91 Park Ave, Essen",ID005811,319,12,19,Commercial,5664239,37,1,Essen
"20 Main St, Essen",ID003113,319,16,21,Commercial,6654754,313,7,Essen
"298 High St, Essen",ID007407,319,17,15,Commercial,7717677,53,1,Essen
"53 Broadway, Essen",ID009314,319,8,17,Commercial,9346007,275,5,Essen
"213 Main St, Essen",ID009628,320,5,15,Residential,435614,223,7,Essen
"187 Park Ave, Essen",ID015318,320,14,19,Commercial,2265622,327,1,Essen
"254 Broadway, Essen",ID015762,320,10,21,Commercial,3932806,350,3,Essen
"105 High St, Essen",ID019855,320,27,21,Residential,4162206,114,7,Essen
"265 Broadway, Essen",ID022608,320,7,21,Residential,7959933,267,3,Essen
"30 Park Ave, Essen",ID024594,320,1,8,Commercial,8709502,104,9,Essen
"79 Park Ave, Essen",ID011849,321,14,12,Residential,5010118,354,2,Essen
"277 Broadway, Essen",ID000031,322,19,23,Residential,5439284,271,5,Essen
"275 High St, Essen",ID021179,322,29,12,Residential,5647717,280,9,Essen
"254 Park Ave, Essen",ID019113,322,20,27,Commercial,6238111,153,6,Essen
"226 High St, Essen",ID010065,322,6,22,Commercial,9155877,344,4,Essen
"122 Park Ave, Essen",ID023225,323,1,18,Residential,1104573,222,4,Essen
"178 Main St, Essen",ID017851,323,23,11,Commercial,1902116,152,2,Essen
"44 Main St, Essen",ID001294,323,13,20,Residential,2361636,184,3,Essen
"191 High St, Essen",ID016207,323,13,5,Commercial,5683625,318,2,Essen
"251 Broadway, Essen",ID024534,323,21,15,Residential,8384632,280,7,Essen
"208 Main St, Essen",ID014517,324,18,17,Commercial,687376,276,2,Essen
"76 Park Ave, Essen",ID006499,324,5,11,Commercial,1801158,20,3,Essen
"293 Park Ave, Essen",ID021697,324,28,4,Residential,4149052,151,8,Essen
"249 Main St, Essen",ID022402,324,18,12,Residential,4481998,78,5,Essen
"220 Broadway, Essen",ID024808,324,18,16,Residential,5354857,227,2,Essen
"243 Park Ave, Essen",ID016828,324,13,16,Residential,8372342,4,7,Essen
"54 Main St, Essen",ID025085,324,25,7,Commercial,9649247,251,9,Essen
"126 Park Ave, Essen",ID019346,324,25,6,Residential,9712922,91,8,Essen
"248 Main St, Essen",ID024613,325,7,19,Commercial,6341638,172,6,Essen
"253 Main St, Essen",ID020496,325,6,9,Residential,6684245,144,1,Essen
"210 Park Ave, Essen",ID008994,325,14,7,Commercial,7527828,318,9,Essen
"153 High St, Essen",ID024157,325,20,22,Commercial,8323016,178,8,Essen
"268 Broadway, Essen",ID006994,326,18,26,Residential,3058000,218,3,Essen
"154 Park Ave, Essen",ID024742,326,5,12,Commercial,3995895,116,9,Essen
"9 Main St, Essen",ID019882,326,18,10,Commercial,8081281,42,5,Essen
"256 Main St, Essen",ID019982,326,14,24,Commercial,9005000,328,5,Essen
"27 Main St, Essen",ID004409,327,16,21,Commercial,215511,364,8,Essen
"252 Broadway, Essen",ID024290,327,22,15,Commercial,806377,159,5,Essen
"155 Main St, Essen",ID007944,327,25,3,Residential,3390189,282,1,Essen
"193 Main St, Essen",ID012395,327,4,27,Commercial,3659450,212,9,Essen
"198 Broadway, Essen",ID018655,327,5,20,Residential,3970039,180,2,Essen
"230 Main St, Essen",ID008098,327,12,18,Commercial,4670974,255,8,Essen
"235 Park Ave, Essen",ID019383,327,21,10,Commercial,7361840,314,5,Essen
"192 High St, Essen",ID022525,327,18,14,Residential,7540628,26,2,Essen
"164 Park Ave, Essen",ID016318,327,9,13,Residential,8146457,80,6,Essen
"135 Park Ave, Essen",ID012544,327,11,24,Residential,8555760,189,7,Essen
"39 High St, Essen",ID017300,327,17,3,Commercial,8850410,142,1,Essen
"19 Broadway, Essen",ID015288,327,29,12,Commercial,9463946,173,4,Essen
"202 Main St, Essen",ID012718,328,20,5,Commercial,303649,157,5,Essen
"185 Main St, Essen",ID010807,328,7,6,Residential,1532927,18,6,Essen
"222 Main St, Essen",ID003297,328,26,21,Commercial,2319354,196,6,Essen
"47 Park Ave, Essen",ID017759,328,28,23,Commercial,3339688,275,9,Essen
"15 High St, Essen",ID001234,328,9,21,Residential,3676062,68,2,Essen
"31 High St, Essen",ID008371,328,29,1,Residential,3824106,249,9,Essen
"174 High St, Essen",ID021867,328,11,16,Commercial,4072601,324,2,Essen
"148 Broadway, Essen",ID014544,328,25,16,Residential,7509890,324,5,Essen
"117 Broadway, Essen",ID012204,328,16,4,Residential,8267229,60,6,Essen
"209 Park Ave, Essen",ID013572,329,10,24,Commercial,618062,136,1,Essen
"27 Main St, Essen",ID018498,329,6,22,Residential,1434267,240,9,Essen
"93 Park Ave, Essen",ID011326,329,27,18,Residential,1493626,360,8,Essen
"241 Park Ave, Essen",ID002422,329,27,5,Commercial,3365424,332,7,Essen
"77 Broadway, Essen",ID025416,329,26,7,Commercial,5274463,133,4,Essen
"168 High St, Essen",ID003752,329,20,13,Residential,6653108,39,8,Essen
"255 Broadway, Essen",ID000601,329,15,27,Commercial,7121971,209,5,Essen
"238 Broadway, Essen",ID005560,329,1,19,Residential,8985022,59,9,Essen
"239 Main St, Essen",ID014219,329,6,2,Residential,9078773,212,5,Essen
"276 High St, Essen",ID021108,330,13,26,Commercial,947560,251,7,Essen
"33 Broadway, Essen",ID015988,330,8,2,Residential,3622517,134,7,Essen
"240 High St, Essen",ID008304,331,22,8,Residential,426248,323,2,Essen
"140 Park Ave, Essen",ID021415,331,13,2,Commercial,1600890,340,5,Essen
"134 Main St, Essen",ID021525,331,8,27,Residential,2165644,106,9,Essen
"209 Main St, Essen",ID020994,331,8,3,Residential,3928500,16,2,Essen
"27 Main St, Essen",ID003175,331,16,28,Residential,7553188,353,5,Essen
"34 Main St, Essen",ID012681,331,4,22,Residential,8697265,127,8,Essen
"202 Main St, Essen",ID009282,331,27,16,Residential,9147125,261,5,Essen
"151 Park Ave, Essen",ID007100,332,9,12,Commercial,1910964,361,7,Essen
"141 Broadway, Essen",ID013153,332,22,7,Residential,1961285,128,3,Essen
"225 Broadway, Essen",ID008618,332,26,25,Residential,4129581,202,9,Essen
"19 High St, Essen",ID013238,333,13,11,Commercial,1949197,362,2,Essen
"72 Broadway, Essen",ID002042,333,27,25,Commercial,4359566,72,7,Essen
"206 Main St, Essen",ID007551,333,23,24,Commercial,6034128,69,8,Essen
"254 Main St, Essen",ID009989,333,13,12,Residential,8713132,120,4,Essen
"204 Park Ave, Essen",ID007748,334,7,22,Residential,1931113,187,4,Essen
"202 Broadway, Essen",ID018601,334,29,27,Residential,3341919,209,3,Essen
"37 Broadway, Essen",ID016128,334,24,12,Commercial,4078394,104,8,Essen
"74 Park Ave, Essen",ID006396,334,18,13,Commercial,4351502,321,1,Essen
"220 High St, Essen",ID016043,334,2,1,Residential,6167215,78,1,Essen
"231 Broadway, Essen",ID018524,335,25,20,Commercial,2208041,287,5,Essen
"94 Park Ave, Essen",ID017356,335,4,2,Residential,2383511,31,9,Essen
"65 Main St, Essen",ID020371,335,12,1,Residential,4010005,331,3,Essen
"128 Park Ave, Essen",ID010795,335,29,11,Commercial,5423450,172,9,Essen
"46 High St, Essen",ID022040,335,27,27,Residential,8504632,191,4,Essen
"153 Broadway, Essen",ID018664,336,22,12,Commercial,1821167,253,1,Essen
"136 Park Ave, Essen",ID001761,336,3,11,Residential,7388518,231,9,Essen
"206 Broadway, Essen",ID001980,337,18,9,Commercial,2037642,224,9,Essen
"116 Main St, Essen",ID016799,337,17,8,Residential,2907992,205,5,Essen
"38 Main St, Essen",ID023326,337,21,21,Commercial,5374736,163,3,Essen
"2 Park Ave, Essen",ID018113,337,28,5,Residential,6632885,99,3,Essen
"221 Park Ave, Essen",ID001844,338,18,2,Commercial,7970232,88,6,Essen
"171 Broadway, Essen",ID021505,339,14,19,Residential,582757,243,3,Essen
"137 High St, Essen",ID004630,339,10,27,Residential,1369959,201,2,Essen
"27 Broadway, Essen",ID024637,339,21,6,Residential,3697553,273,1,Essen
"144 Park Ave, Essen",ID009817,339,20,6,Residential,4440497,46,5,Essen
"254 Park Ave, Essen",ID007840,339,1,26,Commercial,7573005,350,8,Essen
"253 Main St, Essen",ID006094,340,20,9,Commercial,138209,190,1,Essen
"114 High St, Essen",ID006589,340,26,21,Commercial,392091,338,6,Essen
"16 Broadway, Essen",ID006971,340,3,27,Residential,615919,70,1,Essen
"204 Broadway, Essen",ID008432,340,12,7,Residential,728155,108,8,Essen
"126 Main St, Essen",ID003473,340,21,2,Residential,2034437,313,1,Essen
"108 Main St, Essen",ID007895,340,5,17,Residential,3242838,125,4,Essen
"46 Park Ave, Essen",ID020710,340,16,5,Residential,4945498,166,2,Essen
"211 Main St, Essen",ID002510,340,17,22,Commercial,6383878,9,1,Essen
"111 High St, Essen",ID012140,341,8,16,Commercial,4196531,140,9,Essen
"75 High St, Essen",ID003010,341,24,28,Commercial,5853577,67,4,Essen
"233 High St, Essen",ID023242,341,24,20,Residential,6797341,158,7,Essen
"52 Broadway, Essen",ID010006,341,3,29,Commercial,7920278,58,2,Essen
"125 Main St, Essen",ID008298,342,22,8,Commercial,5155478,224,7,Essen
"38 Park Ave, Essen",ID024915,342,1,10,Commercial,9068702,103,9,Essen
"155 High St, Essen",ID025196,343,14,28,Residential,2732213,339,6,Essen
"9 Main St, Essen",ID019343,343,3,7,Commercial,3784365,340,1,Essen
"157 Main St, Essen",ID011652,343,7,12,Residential,4455999,76,2,Essen
"246 Broadway, Essen",ID002085,343,3,20,Commercial,5161721,60,8,Essen
"126 Park Ave, Essen",ID000002,343,5,23,Commercial,6116965,51,7,Essen
"123 Main St, Essen",ID002621,343,22,17,Residential,6247334,290,9,Essen
"122 Broadway, Essen",ID009737,343,24,27,Residential,9499784,346,9,Essen
"124 Main St, Essen",ID010973,344,15,17,Commercial,1724874,77,1,Essen
"109 Broadway, Essen",ID009985,344,12,25,Residential,7666306,85,3,Essen
"77 Main St, Essen",ID013131,344,23,18,Commercial,8936050,184,9,Essen
"25 Main St, Essen",ID006639,344,18,18,Commercial,9365444,315,1,Essen
"70 Main St, Essen",ID003654,345,8,16,Residential,2048021,226,2,Essen
"105 Broadway, Essen",ID001069,345,14,13,Commercial,2720178,29,5,Essen
"298 Main St, Essen",ID021358,345,24,24,Commercial,4260090,311,7,Essen
"197 Park Ave, Essen",ID017607,345,28,15,Residential,4666598,295,2,Essen
"130 Broadway, Essen",ID023220,345,17,27,Residential,4699416,52,9,Essen
"131 High St, Essen",ID016443,345,3,14,Commercial,8808445,230,5,Essen
"105 Broadway, Essen",ID023561,346,17,8,Commercial,5104530,314,5,Essen
"26 Park Ave, Essen",ID002877,346,10,7,Residential,9944195,147,1,Essen
"58 Main St, Essen",ID006287,346,27,25,Commercial,9961641,140,2,Essen
"86 High St, Essen",ID009883,347,12,2,Residential,1764979,110,8,Essen
"292 Main St, Essen",ID019846,347,10,4,Residential,3255673,279,7,Essen
"10 Main St, Essen",ID022784,348,12,1,Residential,2405701,219,5,Essen
"126 Main St, Essen",ID025167,348,10,12,Commercial,8187060,274,8,Essen
"172 Main St, Essen",ID015933,349,13,23,Commercial,2355022,250,1,Essen
"195 High St, Essen",ID002468,349,27,4,Residential,3445745,114,1,Essen
"130 Broadway, Essen",ID004759,349,14,6,Commercial,5271835,2,4,Essen
"292 Broadway, Essen",ID000238,349,4,10,Residential,5469574,95,9,Essen
"175 High St, Essen",ID001856,349,25,13,Commercial,7483358,193,1,Essen
"88 Main St, Essen",ID022201,349,7,1,Commercial,8459186,260,8,Essen
"255 High St, Essen",ID019623,350,12,16,Residential,1994536,289,1,Essen
"223 Main St, Essen",ID000498,350,8,10,Commercial,3056421,322,3,Essen
"13 Main St, Essen",ID001230,350,19,14,Commercial,4823375,193,5,Essen
"52 Main St, Essen",ID003506,350,8,16,Residential,9760566,362,4,Essen
"19 High St, Essen",ID011709,351,5,9,Commercial,1831856,3,1,Essen
"83 Park Ave, Essen",ID004327,351,17,26,Residential,7770835,238,5,Essen
"204 High St, Essen",ID021926,352,17,6,Residential,407274,164,8,Essen
"284 Main St, Essen",ID010575,352,15,20,Residential,2032001,240,3,Essen
"229 Broadway, Essen",ID020529,352,3,23,Residential,4279584,32,6,Essen
"78 High St, Essen",ID007864,352,9,20,Residential,5625590,363,5,Essen
"9 Main St, Essen",ID024969,353,12,10,Residential,2498954,78,3,Essen
"117 High St, Essen",ID016545,353,13,16,Residential,4191309,74,6,Essen
"136 Main St, Essen",ID007486,353,3,17,Commercial,5025444,149,5,Essen
"235 Main St, Essen",ID022253,353,7,24,Residential,5108378,44,3,Essen
"136 Main St, Essen",ID009542,353,4,1,Commercial,5622935,260,3,Essen
"240 High St, Essen",ID010605,353,15,11,Residential,8791486,176,8,Essen
"172 Main St, Essen",ID006431,354,26,28,Commercial,750504,241,3,Essen
"96 Broadway, Essen",ID000289,354,24,11,Commercial,6505918,131,1,Essen
"259 Park Ave, Essen",ID015244,354,29,9,Residential,6632766,166,4,Essen
"216 Broadway, Essen",ID001425,355,5,1,Commercial,3042912,296,3,Essen
"71 Main St, Essen",ID009798,355,3,18,Residential,3852293,231,6,Essen
"128 High St, Essen",ID008501,355,22,19,Commercial,5119423,165,9,Essen
"155 High St, Essen",ID011309,355,11,6,Commercial,5703364,288,9,Essen
"118 Park Ave, Essen",ID008769,355,20,24,Residential,6187237,229,7,Essen
"287 High St, Essen",ID005728,355,21,20,Commercial,6881983,62,7,Essen
"126 Main St, Essen",ID021588,355,1,15,Residential,9165628,312,5,Essen
"125 Broadway, Essen",ID004940,356,29,28,Residential,730876,245,8,Essen
"137 High St, Essen",ID024553,356,27,18,Residential,3553758,237,3,Essen
"241 Broadway, Essen",ID007803,356,18,18,Residential,3879684,188,6,Essen
"213 Broadway, Essen",ID018790,356,2,2,Commercial,5266922,185,8,Essen
"253 Broadway, Essen",ID005355,356,7,27,Residential,6535211,34,1,Essen
"75 Park Ave, Essen",ID022787,357,13,12,Residential,868309,356,3,Essen
"164 Broadway, Essen",ID020185,357,17,7,Residential,1960759,312,7,Essen
"232 Main St, Essen",ID013436,357,1,29,Commercial,2748126,186,7,Essen
"33 Main St, Essen",ID020789,357,20,13,Commercial,4647034,260,9,Essen
"148 Broadway, Essen",ID002522,357,22,2,Residential,6132957,110,5,Essen
"101 Main St, Essen",ID015481,357,17,22,Residential,6485888,186,5,Essen
"103 Broadway, Essen",ID015391,357,24,19,Residential,7641158,207,8,Essen
"20 Main St, Essen",ID015258,357,21,17,Residential,7911473,124,1,Essen
"9 Broadway, Essen",ID014465,358,11,28,Commercial,3071417,34,8,Essen
"98 High St, Essen",ID004087,358,5,29,Residential,4432451,131,9,Essen
"224 High St, Essen",ID002221,358,27,7,Residential,4989971,338,6,Essen
"88 Park Ave, Essen",ID020386,358,21,7,Commercial,7451111,177,6,Essen
"15 Broadway, Essen",ID000887,359,19,18,Residential,275293,71,2,Essen
"163 Park Ave, Essen",ID023127,359,11,20,Residential,2996842,189,3,Essen
"187 Main St, Essen",ID013512,359,16,22,Residential,3405356,320,1,Essen
"22 High St, Essen",ID023024,359,9,26,Residential,5691812,201,5,Essen
"40 Main St, Essen",ID015016,359,18,2,Commercial,5713435,26,5,Essen
"50 Broadway, Essen",ID014335,359,19,14,Residential,7125987,356,7,Essen
"248 Main St, Essen",ID007377,360,17,9,Residential,7896295,323,8,Essen
"86 Broadway, Essen",ID014672,360,18,2,Residential,9069124,345,3,Essen
"110 Park Ave, Essen",ID023511,361,22,11,Commercial,1929588,286,5,Essen
"124 Main St, Essen",ID016759,361,16,10,Residential,3127750,364,4,Essen
"253 Main St, Essen",ID025223,361,1,18,Commercial,3310689,152,3,Essen
"237 Park Ave, Essen",ID017659,361,10,22,Commercial,4526351,269,4,Essen
"280 Main St, Essen",ID003098,361,17,20,Residential,6707167,35,4,Essen
"222 High St, Essen",ID018455,362,25,5,Commercial,777067,237,5,Essen
"52 Main St, Essen",ID019800,362,3,15,Residential,4519611,103,5,Essen
"221 Broadway, Essen",ID016675,362,13,27,Residential,6626864,328,8,Essen
"12 Main St, Essen",ID014993,363,25,4,Commercial,2064173,50,9,Essen
"232 Main St, Essen",ID000629,363,3,15,Residential,2354264,106,8,Essen
"273 Main St, Essen",ID005751,363,1,16,Commercial,3749076,351,8,Essen
"288 Main St, Essen",ID011732,363,13,26,Residential,7979355,164,9,Essen
"1 High St, Essen",ID015718,363,4,20,Residential,8717990,65,7,Essen
"283 Broadway, Essen",ID006022,364,9,25,Commercial,735353,132,8,Essen
"146 Main St, Essen",ID011798,364,20,11,Residential,984407,162,1,Essen
"133 Broadway, Essen",ID024154,364,16,6,Residential,2402239,319,6,Essen
"105 Park Ave, Essen",ID001042,364,6,3,Residential,2742522,311,7,Essen
"290 High St, Essen",ID000571,364,25,6,Commercial,5681529,222,5,Essen
"168 Park Ave, Essen",ID013949,364,9,19,Residential,6232532,105,1,Essen
"208 Broadway, Essen",ID008391,364,11,7,Residential,6655279,331,8,Essen
"150 Park Ave, Essen",ID012070,364,4,7,Residential,7348443,84,6,Essen
"52 Park Ave, Essen",ID004654,364,8,18,Commercial,8079889,94,1,Essen
"35 High St, Essen",ID019486,364,19,7,Residential,9621552,352,9,Essen
"295 Main St, Essen",ID020119,365,18,2,Residential,2941032,32,9,Essen
"92 Broadway, Essen",ID020331,365,5,12,Commercial,4166808,256,8,Essen
"199 Park Ave, Essen",ID024585,365,7,16,Residential,5790673,303,4,Essen
"153 Park Ave, Essen",ID002439,365,18,29,Commercial,8889050,111,5,Essen
"134 Main St, Essen",ID008194,366,3,11,Residential,1208515,119,8,Essen
"81 Broadway, Essen",ID018100,366,7,13,Residential,2364018,113,1,Essen
"116 Park Ave, Essen",ID001486,366,8,6,Commercial,2695138,183,3,Essen
"22 Park Ave, Essen",ID020206,366,28,28,Commercial,3389248,109,1,Essen
"131 High St, Essen",ID023430,366,12,2,Residential,4402568,116,3,Essen
"233 Main St, Essen",ID013763,366,19,19,Residential,5989241,88,7,Essen
"254 Main St, Essen",ID017159,366,21,25,Residential,8669474,168,9,Essen
"300 Broadway, Essen",ID019738,366,8,6,Residential,9567708,104,3,Essen
"247 Main St, Essen",ID022795,367,28,8,Residential,2266712,78,9,Essen
"198 Broadway, Essen",ID003043,367,15,20,Residential,2364316,53,9,Essen
"74 Broadway, Essen",ID008858,367,19,23,Commercial,4764771,311,3,Essen
"21 High St, Essen",ID008166,367,22,16,Commercial,9219550,92,1,Essen
"274 High St, Essen",ID015264,367,1,1,Residential,9800876,62,4,Essen
"26 Broadway, Essen",ID001776,368,4,4,Commercial,391101,150,6,Essen
"178 Broadway, Essen",ID013321,368,13,15,Commercial,717353,357,5,Essen
"247 High St, Essen",ID007262,368,10,26,Commercial,2578398,218,3,Essen
"231 High St, Essen",ID005643,368,17,24,Commercial,2845767,162,5,Essen
"263 High St, Essen",ID004524,368,23,7,Residential,7083271,355,8,Essen
"137 High St, Essen",ID006423,368,27,10,Commercial,9111976,40,7,Essen
"195 Broadway, Essen",ID018330,369,15,20,Residential,1201790,211,9,Essen
"126 Park Ave, Essen",ID005968,369,8,3,Commercial,2378333,260,9,Essen
"250 Main St, Essen",ID017146,369,11,13,Commercial,4814812,266,1,Essen
"149 Broadway, Essen",ID000899,369,6,5,Commercial,6214687,311,1,Essen
"36 High St, Essen",ID006520,369,7,3,Residential,7337064,92,8,Essen
"64 High St, Essen",ID005969,369,22,11,Residential,8055090,358,5,Essen
"275 Main St, Essen",ID005774,370,8,9,Residential,9561123,251,1,Essen
"17 Main St, Essen",ID023607,371,25,10,Residential,226215,31,2,Essen
"109 High St, Essen",ID007648,371,10,12,Residential,912011,360,6,Essen
"128 High St, Essen",ID020585,371,14,13,Commercial,1529613,152,2,Essen
"142 Main St, Essen",ID017207,371,22,21,Residential,3940644,330,6,Essen
"91 High St, Essen",ID016038,371,9,14,Commercial,5935475,164,2,Essen
"200 Broadway, Essen",ID015986,372,25,15,Residential,1035429,201,9,Essen
"217 Park Ave, Essen",ID008600,372,25,14,Commercial,1630011,85,9,Essen
"262 Main St, Essen",ID011859,372,20,4,Residential,3741351,93,2,Essen
"3 Park Ave, Essen",ID024966,372,28,18,Residential,4080836,206,8,Essen
"91 High St, Essen",ID016595,373,20,3,Commercial,565091,205,9,Essen
"77 Broadway, Essen",ID005025,373,16,1,Commercial,3598411,105,6,Essen
"122 High St, Essen",ID005853,373,23,1,Residential,7948464,318,3,Essen
"233 Main St, Essen",ID009611,373,28,23,Residential,9137950,10,7,Essen
"29 Broadway, Essen",ID003852,374,23,20,Residential,2722776,17,6,Essen
"110 High St, Essen",ID019475,374,14,3,Commercial,3854509,11,3,Essen
"248 High St, Essen",ID025519,374,4,8,Residential,5209999,350,5,Essen
"133 Broadway, Essen",ID021169,374,27,25,Residential,5759489,66,8,Essen
